oid,x,y,AREA,PERIMETER,ESRI_NUM,ESRI_ID,AREA1,PERIMETER1,CNTYPT_,CNTYPT_ID,GEOGLOBE_P,PINYIN,CLASS,ID,PN,ADCODE93
262,114.72073,40.75071,0,0,0,0,0,0,0,0,万全县,Wanquan Xian,AI,4,0,0
263,124.77281,40.728577,0,0,0,0,0,0,0,0,宽甸满族自治县,Kuandian Manzu Zizhixian,AI,0,0,0
264,108.65083,40.718399,0,0,0,0,0,0,0,0,乌拉特前旗,Urad Qianqi,AI,0,0,0
265,111.12491,40.708229,0,0,0,0,0,0,0,0,土默特左旗,Tumd Zuoqi,AI,0,0,0
266,114.41866,40.668831,0,0,0,0,0,0,0,0,怀安县,Huai'an Xian,AI,0,0,0
267,122.49625,40.637245,0,0,0,0,0,0,0,0,营口县,Yingkou Xian,AI,0,0,0
268,80.375763,40.631172,0,0,0,0,0,0,0,0,阿瓦提县,Awat Xian,AI,0,0,0
269,120.70344,40.619228,0,0,0,0,0,0,0,0,兴城市,Xingcheng Shi,AH,0,0,0
270,115.05115,40.610363,0,0,0,0,0,0,0,0,宣化县,Xuanhua Xian,AI,0,0,0
271,118.48032,40.599129,0,0,0,0,0,0,0,0,宽城满族自治县,Kuancheng Manzu Zizhixian,AI,0,0,0
272,110.51311,40.548046,0,0,0,0,0,0,0,0,土默特右旗,Tumd Youqi,AI,0,0,0
273,95.789055,40.534412,0,0,0,0,0,0,0,0,安西县,Anxi Xian,AI,0,0,0
274,112.49567,40.524708,0,0,0,0,0,0,0,0,凉城县,Liangcheng Xian,AI,9,0,5
275,79.044777,40.503178,0,0,0,0,0,0,0,0,柯坪县,Kalpin Xian,AI,0,0,0
276,115.96835,40.459694,0,0,0,0,0,0,0,0,延庆县,Yanqing Xian,AI,0,0,0
277,124.06615,40.455757,0,0,0,0,0,0,0,0,凤城满族自治县,Fengcheng Manzu Zizhixian,AI,0,0,0
278,113.15383,40.436588,0,0,0,0,0,0,0,0,丰镇市,Fengzhen Shi,AH,0,0,0
279,114.08205,40.415791,0,0,0,0,0,0,0,0,天镇县,Tianzhen Xian,AI,0,0,0
280,117.49094,40.412117,0,0,0,0,0,0,0,0,兴隆县,Xinglong Xian,AI,0,0,0
281,118.94453,40.404373,0,0,0,0,0,0,0,0,青龙满族自治县,Qinglong Manzu Zizhixian,AI,0,0,0
282,122.35947,40.397961,0,0,0,0,0,0,0,0,盖县,Gai Xian,AI,0,0,0
283,115.5107,40.397659,0,0,0,0,0,0,0,0,怀来县,Huailai Xian,AI,0,0,0
284,110.02905,40.396904,0,0,0,0,0,0,0,0,达拉特旗,Dalad Qi,AI,0,0,0
285,115.21474,40.376556,0,0,0,0,0,0,0,0,涿鹿县,Zhuolu Xian,AI,0,0,0
286,111.82157,40.372364,0,0,0,0,0,0,0,0,和林格尔县,Horinger Xian,AI,0,0,0
287,116.84046,40.371483,0,0,0,0,0,0,0,0,密云县,Miyun Xian,AI,0,0,0
288,113.75209,40.353703,0,0,0,0,0,0,0,0,阳高县,Yanggao Xian,AI,0,0,0
289,120.33303,40.328262,0,0,0,0,0,0,0,0,绥中县,Suizhong Xian,AI,0,0,0
290,107,40.324913,0,0,0,0,0,0,0,0,磴口县,Dengkou Xian,AI,0,0,0
291,116.62561,40.312084,0,0,0,0,0,0,0,0,怀柔县,Huairou Xian,AI,0,0,0
292,123.26877,40.278419,0,0,0,0,0,0,0,0,岫岩满族自治县,Xiuyan Manzu Zizhixian,AI,0,0,0
293,111.1553,40.271236,0,0,0,0,0,0,0,0,托克托县,Togtoh Xian,AI,0,0,0
294,116.22368,40.222099,0,0,0,0,0,0,0,2,昌平县,Changping Xian,AI,0,0,0
295,117.95798,40.184448,0,0,0,0,0,0,0,0,遵化县,Zunhua Xian,AI,0,0,0
296,118.31104,40.141926,0,0,0,0,0,0,0,0,迁西县,Qianxi Xian,AI,0,0,0
297,94.650879,40.140526,0,0,0,0,0,0,0,0,敦煌市,Dunhuang Shi,AH,0,0,0
298,117.11284,40.136341,0,0,0,0,0,0,0,0,平谷县,Pinggu Xian,AI,0,0,0
299,116.64145,40.127552,0,0,0,0,0,0,0,0,顺义县,Shunyi Xian,AI,0,0,0
300,114.16438,40.111378,0,0,0,0,0,0,0,0,阳原县,Yangyuan Xian,AI,0,0,0
301,117.40182,40.043865,0,0,0,0,0,0,0,0,蓟县,Ji Xian,AI,0,0,0
302,113.59396,40.039005,0,0,0,0,0,0,0,0,大同县,Datong Xian,AI,0,0,4
303,118.69151,40.008873,0,0,0,0,0,0,0,0,迁安县,Qian'an Xian,AI,0,0,0
304,112.69357,40.008095,0,0,0,0,0,0,0,0,左云县,Zuoyun Xian,AI,0,0,2
305,98.90107,39.986385,0,0,1,1,0,0,0,0,金塔县,Jinta Xian,AI,0,0,0
306,112.45738,39.984413,0,0,2,2,0,0,0,0,右玉县,Youyu Xian,AI,0,0,3
307,117.07612,39.982788,0,0,3,3,0,0,0,0,三河县,Sanhe Xian,AI,0,0,0
308,111.67451,39.91338,0,0,4,4,0,0,0,0,清水河县,Qingshuihe Xian,AI,0,0,0
309,116.65881,39.905922,0,0,5,5,0,0,0,0,通县,Tong Xian,AI,0,0,0
310,116.98542,39.884716,0,0,6,6,0,0,0,0,大厂回族自治县,Dachang Huizu Zizhixian,AI,0,0,0
311,119.23016,39.88467,0,0,7,7,0,0,0,0,抚宁县,Funing Xian,AI,0,0,0
312,117.75478,39.883671,0,0,8,8,0,0,0,0,玉田县,Yutian Xian,AI,0,0,0
313,118.86195,39.877323,0,0,9,9,0,0,0,0,卢龙县,Lulong Xian,AI,0,0,0
314,124.14217,39.869289,0,0,0,0,0,0,0,0,东沟县,Donggou Xian,AI,0,0,0
315,114.56905,39.840538,0,0,0,0,0,0,0,0,蔚县,Yu Xian,AI,0,0,0
316,108.72321,39.839581,0,0,0,0,0,0,0,0,杭锦旗,Hanggin Qi,AI,0,0,0
317,118.1349,39.827602,0,0,0,0,0,0,0,0,丰润县,Fengrun Xian,AI,0,0,0
318,97.564003,39.823662,0,0,0,0,0,0,0,0,玉门市,Yumen Shi,AH,0,0,0
319,113.10321,39.820141,0,0,0,0,0,0,0,0,怀仁县,Huairen Xian,AI,0,0,5
320,78.562965,39.786777,0,0,0,0,0,0,0,0,巴楚县,Bachu Xian,AI,0,0,0
321,116.99597,39.765232,0,0,0,0,0,0,0,0,香河县,Xianghe Xian,AI,0,0,0
322,114.27605,39.763554,0,0,0,0,0,0,0,0,广灵县,Guangling Xian,AI,0,0,0
323,118.75231,39.739655,0,0,0,0,0,0,0,0,滦县,Luan Xian,AI,0,0,0
324,116.33324,39.726154,0,0,0,0,0,0,0,0,大兴县,Daxing Xian,AI,0,0,0
325,117.30242,39.725895,0,0,0,0,0,0,0,0,宝坻县,Baodi Xian,AI,0,0,0
326,76.168442,39.715424,0,0,0,0,0,0,0,0,阿图什市,Artux Shi,AH,0,0,0
327,119.16641,39.706974,0,0,0,0,0,0,0,0,昌黎县,Changli Xian,AI,0,0,0
328,75.187202,39.705402,0,0,0,0,0,0,0,0,乌恰县,Wuqia(Ulugqat) Xian,AI,0,0,0
329,122.9791,39.697472,0,0,0,0,0,0,0,0,庄河县,Zhuanghe Xian,AI,0,0,15
330,113.6849,39.696335,0,0,0,0,0,0,0,0,浑源县,Hunyuan Xian,AI,0,0,0
331,110.87967,39.647034,0,0,0,0,0,0,0,0,准格尔旗,Jungar Qi,AI,0,0,0
332,121.97961,39.621075,0,0,0,0,0,0,0,0,瓦房店市,Wafangdian Shi,AH,0,0,0
333,118.11458,39.567284,0,0,0,0,0,0,0,0,丰南县,Fengnan Xian,AI,0,0,0
334,109.73379,39.566647,0,0,0,0,0,0,0,0,伊金霍洛旗,Ejin Horo Qi,AI,0,0,0
335,113.18238,39.560173,0,0,0,0,0,0,0,0,应县,Ying Xian,AI,0,0,0
336,112.83749,39.514214,0,0,0,0,0,0,0,0,山阴县,Shanyin Xian,AI,0,0,0
337,94.875648,39.513817,0,0,0,0,0,0,0,0,肃北蒙古族自治县,Subei Mongolzu Zizhixian,AI,0,0,0
338,118.68583,39.508682,0,0,0,0,0,0,0,0,滦南县,Luannan Xian,AI,0,0,0
339,76.74028,39.49387,0,0,0,0,0,0,0,0,伽师县,Jiashi Xian,AI,1,0,0
340,115.96815,39.487221,0,0,0,0,0,0,0,0,涿州市,Zhuozhou Shi,AH,0,0,2
341,111.49728,39.442062,0,0,0,0,0,0,0,0,偏关县,Pianguan Xian,AI,0,0,0
342,114.22922,39.437744,0,0,0,0,0,0,0,0,灵丘县,Lingqiu Xian,AI,0,0,0
343,116.30117,39.435631,0,0,0,0,0,0,0,0,固安县,Gu'an Xian,AI,0,0,0
344,118.91828,39.424881,0,0,0,0,0,0,0,0,乐亭县,Leting Xian,AI,0,0,0
345,94.265114,39.409336,0,0,0,0,0,0,0,0,阿克塞哈萨克族自治县,Aksay Kazakzu Zizhixian,AI,0,0,0
346,76.047562,39.408546,0,0,0,0,0,0,0,0,疏勒县,Shule Xian,AI,7,0,0
347,115.7078,39.391743,0,0,0,0,0,0,0,0,涞水县,Laishui Xian,AI,0,0,0
348,121.95647,39.390034,0,0,0,0,0,0,0,0,新金县,Xinjin Xian,AI,0,0,0
349,99.820282,39.381218,0,0,0,0,0,0,0,0,高台县,Gaotai Xian,AI,4,0,0
350,111.13822,39.380226,0,0,0,0,0,0,0,0,河曲县,Hequ Xian,AI,0,0,0
351,117.06313,39.378593,0,0,0,0,0,0,0,0,武清县,Wuqing Xian,AI,9,0,0
352,75.857651,39.375599,0,0,0,0,0,0,0,0,疏附县,Shufu Xian,AI,0,0,0
353,114.68877,39.354015,0,0,0,0,0,0,0,0,涞源县,Laiyuan Xian,AI,0,0,0
354,115.49348,39.349037,0,0,0,0,0,0,0,0,易县,Yi Xian,AI,0,0,0
355,117.8315,39.33189,0,0,0,0,0,0,0,0,宁河县,Ninghe Xian,AI,0,0,0
356,115.85886,39.32576,0,0,0,0,0,0,0,0,新城县,Xincheng Xian,AI,0,0,0
357,116.49061,39.32571,0,0,0,0,0,0,0,0,永清县,Yongqing Xian,AI,0,0,0
358,118.46062,39.277565,0,0,0,0,0,0,0,0,唐海县,Tanghai Xian,AI,0,0,0
359,122.57601,39.27269,0,0,0,0,0,0,0,0,长海县,Changhai Xian,AI,0,0,5
360,115.77419,39.269592,0,0,0,0,0,0,0,0,定兴县,Dingxing Xian,AI,0,0,0
361,76.769646,39.234463,0,0,0,0,0,0,0,0,岳普湖县,Yopurga Xian,AI,0,0,0
362,101.67279,39.198689,0,0,0,0,0,0,0,0,阿拉善右旗,Alxa Youqi,AI,0,0,0
363,113.27181,39.190063,0,0,0,0,0,0,0,4,繁峙县,Fanzhi Xian,AI,0,0,0
364,75.939812,39.149387,0,0,0,0,0,0,0,4,阿克陶县,Akto Xian,AI,0,0,0
365,100.16367,39.148624,0,0,0,0,0,0,0,0,临泽县,Linze Xian,AI,0,0,0
366,106.6867,39.111832,0,0,0,0,0,0,0,0,惠农县,Huinong Xian,AI,0,0,0
367,116.39525,39.101536,0,0,0,0,0,0,0,0,霸县,Ba Xian,AI,0,0,0
368,107.98152,39.09407,0,0,0,0,0,0,0,0,鄂托克旗,Otog Qi,AI,0,0,0
369,112.19473,39.093395,0,0,0,0,0,0,0,0,神池县,Shenchi Xian,AI,0,0,0
370,112.94904,39.06039,0,0,0,0,0,0,0,0,代县,Dai Xian,AI,0,0,0
371,115.86572,39.051655,0,0,0,0,0,0,0,0,容城县,Rongcheng Xian,AI,0,0,0
372,111.07457,39.032143,0,0,0,0,0,0,0,0,府谷县,Fugu Xian,AI,0,0,0
373,88.17041,39.020638,0,0,0,0,0,0,0,0,若羌县,Ruoqiang(Qakilik) Xian,AI,0,0,0
374,115.65739,39.019436,0,0,0,0,0,0,0,0,徐水县,Xushui Xian,AI,0,0,0
375,111.07948,39.012409,0,0,0,0,0,0,0,0,保德县,Baode Xian,AI,0,0,0
376,112.30479,39.007046,0,0,0,0,0,0,0,0,宁武县,Ningwu Xian,AI,0,0,0
377,116.0927,38.97588,0,0,0,0,0,0,0,0,雄县,Xiong Xian,AI,0,0,0
378,115.31562,38.947723,0,0,0,0,0,0,0,0,满城县,Mancheng Xian,AI,0,0,0
379,116.91908,38.934357,0,0,0,0,0,0,0,0,静海县,Jinghai Xian,AI,0,0,0
380,76.173309,38.927456,0,0,0,0,0,0,0,0,英吉沙县,Yengisar Xian,AI,0,0,0
381,115.92821,38.925182,0,0,0,0,0,0,0,0,安新县,Anxin Xian,AI,0,0,0
382,106.54294,38.906406,0,0,0,0,0,0,0,0,平罗县,Pingluo Xian,AI,0,0,0
383,111.84161,38.900566,0,0,0,0,0,0,0,0,五寨县,Wuzhai Xian,AI,0,0,0
384,77.647911,38.900036,0,0,0,0,0,0,0,0,麦盖提县,Markit Xian,AI,0,0,0
385,116.46456,38.864807,0,0,0,0,0,0,0,0,文安县,Wen'an Xian,AI,0,0,0
386,114.18756,38.85305,0,0,0,0,0,0,0,0,阜平县,Fuping Xian,AI,0,0,0
387,105.66557,38.841846,0,0,0,0,0,0,0,1,阿拉善左旗,Alxa Zuoqi,AI,0,0,0
388,99.608932,38.837013,0,0,0,0,0,0,0,0,肃南裕固族自治县,Sunan Yugurzu Zizhixian,AI,0,0,0
389,115.12358,38.833225,0,0,0,0,0,0,0,0,完县,Wan Xian,AI,0,0,0
390,110.50092,38.82196,0,0,0,0,0,0,0,0,神木县,Shenmu Xian,AI,0,0,0
391,106.69404,38.810596,0,0,0,0,0,0,0,0,陶乐县,Taole Xian,AI,0,0,0
392,101.08796,38.781105,0,0,0,0,0,0,0,0,山丹县,Shandan Xian,AI,0,0,0
393,115.48461,38.756588,0,0,0,0,0,0,0,0,清苑县,Qingyuan Xian,AI,0,0,0
394,114.96915,38.741493,0,0,0,0,0,0,0,0,唐县,Tang Xian,AI,0,0,0
395,112.69871,38.728821,0,0,0,0,0,0,0,0,原平县,Yuanping Xian,AI,0,0,0
396,113.25921,38.719177,0,0,0,0,0,0,0,0,五台县,Wutai Xian,AI,0,0,0
397,116.09048,38.707668,0,0,0,0,0,0,0,0,任丘市,Renqiu Shi,AH,0,0,0
398,115.13342,38.705265,0,0,0,0,0,0,0,0,望都县,Wangdu Xian,AI,0,0,0
399,111.56995,38.703972,0,0,0,0,0,0,0,0,岢岚县,Kelan Xian,AI,0,0,0
400,116.62189,38.695866,0,0,0,0,0,0,0,0,大城县,Dacheng Xian,AI,0,0,0
401,115.7742,38.688908,0,0,0,0,0,0,0,0,高阳县,Gaoyang Xian,AI,0,0,0
402,103.08884,38.625671,0,0,0,0,0,0,0,0,民勤县,Minqin Xian,AI,0,0,0
403,114.6902,38.621449,0,0,0,0,0,0,0,0,曲阳县,Quyang Xian,AI,0,0,0
404,108.84956,38.598644,0,0,0,0,0,0,0,0,乌审旗,Uxin Qi,AI,1,0,0
405,116.82543,38.580715,0,0,0,0,0,0,0,0,青县,Qing Xian,AI,0,0,0
406,106.34757,38.552708,0,0,0,0,0,0,0,0,贺兰县,Helan Xian,AI,0,0,0
407,114.97504,38.520061,0,0,0,0,0,0,0,0,定州市,Dingzhou Shi,AH,0,0,1
408,112.94377,38.492691,0,0,0,0,0,0,0,0,定襄县,Dingxiang Xian,AI,0,0,0
409,115.5747,38.490063,0,0,0,0,0,0,0,0,蠡县,Li Xian,AI,0,0,0
410,111.12375,38.472668,0,0,0,0,0,0,0,0,兴县,Xing Xian,AI,0,0,0
411,115.45908,38.457569,0,0,0,0,0,0,0,0,博野县,Boye Xian,AI,0,0,0
412,114.54361,38.436069,0,0,0,0,0,0,0,0,行唐县,Xingtang Xian,AI,0,0,0
413,116.08553,38.435699,0,0,0,0,0,0,0,1,河间县,Hejian Xian,AI,0,0,0
414,100.81054,38.431976,0,0,0,0,0,0,0,0,民乐县,Minle Xian,AI,0,0,0
415,115.83181,38.431767,0,0,0,0,0,0,0,0,肃宁县,Suning Xian,AI,0,0,0
416,77.251778,38.41399,0,0,0,0,0,0,0,0,莎车县,Shache(Yarkant) Xian,AI,0,0,0
417,115.31509,38.412342,0,0,0,0,0,0,0,0,安国县,Anguo Xian,AI,0,0,0
418,117.35182,38.366489,0,0,0,0,0,0,2,0,黄骅市,Huanghua Shi,AH,0,0,0
419,111.94011,38.357658,0,0,0,0,0,0,3,0,静乐县,Jingle Xian,AI,0,0,0
420,114.67573,38.342461,0,0,0,0,0,0,4,2,新乐县,Xinle Xian,AI,0,0,0
421,116.86197,38.309002,0,0,0,0,0,0,6,0,沧县,Cang Xian,AI,0,0,0
422,114.36588,38.30547,0,0,0,0,0,0,7,8,灵寿县,Lingshou Xian,AI,0,0,0
423,111.67884,38.282673,0,0,0,0,0,0,9,0,岚县,Lan Xian,AI,0,0,0
424,106.25098,38.277855,0,0,0,0,0,0,0,0,永宁县,Yongning Xian,AI,0,0,0
425,114.19392,38.252403,0,0,0,0,0,0,0,0,平山县,Pingshan Xian,AI,0,0,0
426,101.96912,38.246647,0,0,0,0,0,0,0,0,永昌县,Yongchang Xian,AI,0,0,0
427,115.73602,38.245987,0,0,0,0,0,0,0,0,饶阳县,Raoyang Xian,AI,0,0,0
428,115.51057,38.230526,0,0,0,0,0,0,0,0,安平县,Anping Xian,AI,0,0,0
429,107.43605,38.22477,0,0,0,0,0,0,0,0,鄂托克前旗,Otog Qianqi,AI,0,0,0
430,116.1149,38.190697,0,0,0,0,0,0,0,0,献县,Xian Xian,AI,0,0,0
431,77.265877,38.188942,0,0,0,0,0,0,0,0,泽普县,Zepu(Poskam) Xian,AI,0,0,0
432,115.19209,38.184902,0,0,0,0,0,0,0,0,深泽县,Shenze Xian,AI,0,0,0
433,114.96936,38.176727,0,0,0,0,0,0,0,0,无极县,Wuji Xian,AI,0,0,0
434,100.2403,38.174961,0,0,0,0,0,0,0,0,祁连县,Qilian Xian,AI,0,0,0
435,114.56364,38.14011,0,0,0,0,0,0,0,0,正定县,Zhengding Xian,AI,0,0,0
436,85.527115,38.138302,0,0,0,0,0,0,0,0,且末县,Qiemo(Qarqan) Xian,AI,0,0,0
437,117.49832,38.135265,0,0,0,0,0,0,0,0,海兴县,Haixing Xian,AI,0,0,0
438,113.41297,38.090958,0,0,0,0,0,0,0,0,盂县,Yu Xian,AI,0,0,0
439,106.32814,38.088886,0,0,0,0,0,0,0,0,灵武县,Lingwu Xian,AI,0,0,0
440,114.30772,38.083111,0,0,0,0,0,0,0,0,获鹿县,Huolu Xian,AI,0,0,0
441,111.79213,38.07338,0,0,0,0,0,0,0,0,娄烦县,Loufan Xian,AI,0,0,0
442,112.66719,38.063313,0,0,0,0,0,0,0,0,阳曲县,Yangqu Xian,AI,0,0,0
443,116.56663,38.062065,0,0,0,0,0,0,0,0,泊头市,Botou Shi,AH,0,0,0
444,117.09825,38.056232,0,0,0,0,0,0,0,0,孟村回族自治县,Mengcun Huizu Zizhixian,AI,0,0,0
445,117.22554,38.055328,0,0,0,0,0,0,0,0,盐山县,Yanshan Xian,AI,0,0,0
446,115.97733,38.043091,0,0,0,0,0,0,0,0,武强县,Wuqiang Xian,AI,0,0,0
447,116.69678,38.037567,0,0,0,0,0,0,0,0,南皮县,Nanpi Xian,AI,0,0,0
448,114.83418,38.036713,0,0,0,0,0,0,0,0,藁城市,Gaocheng Shi,AH,2,0,0
449,114.13749,38.03413,0,0,0,0,0,0,0,0,井陉县,Jingxing Xian,AI,3,0,0
450,115.03542,38.032494,0,0,0,0,0,0,0,0,晋县,Jin Xian,AI,0,0,0
451,110.4956,38.023293,0,0,0,0,0,0,0,0,佳县,Jia Xian,AI,0,0,0
452,115.54887,38.01173,0,0,0,0,0,0,0,0,深县,Shen Xian,AI,0,0,0
453,106.19549,37.986172,0,0,0,0,0,0,0,0,吴忠市,Wuzhong Shi,AH,3,0,5
454,109.2916,37.959286,0,0,0,0,0,0,0,0,横山县,Hengshan Xian,AI,0,0,0
455,110.98312,37.952896,0,0,0,0,0,0,0,0,临县,Lin Xian,AI,0,0,0
456,120.72922,37.916355,0,0,0,0,0,0,0,0,长岛县,Changdao Xian,AI,0,0,0
457,115.21532,37.913963,0,0,0,0,0,0,0,0,辛集市,Xinji Shi,AH,0,0,0
458,112.1545,37.91016,0,0,0,0,0,0,0,0,古交市,Gujiao Shi,AH,0,0,0
459,105.98094,37.902767,0,0,0,0,0,0,0,0,青铜峡市,Qingtongxia Shi,AH,1,0,6
460,113.16871,37.886784,0,0,0,0,0,0,0,0,寿阳县,Shouyang Xian,AI,0,0,0
461,114.65269,37.88578,0,0,0,0,0,0,0,0,栾城县,Luancheng Xian,AI,0,0,0
462,77.416985,37.885113,0,0,0,0,0,0,0,7,叶城县,Yecheng Xian,AI,0,0,0
463,116.53282,37.884556,0,0,0,0,0,0,0,0,东光县,Dongguang Xian,AI,0,0,0
464,111.23225,37.882561,0,0,0,0,0,0,0,0,方山县,Fangshan Xian,AI,0,0,0
465,116.14471,37.868179,0,0,0,0,0,0,0,0,阜城县,Fucheng Xian,AI,0,0,0
466,115.89066,37.805992,0,0,0,0,0,0,0,0,武邑县,Wuyi Xian,AI,0,0,0
467,120.7405,37.804516,0,0,0,0,0,0,0,0,蓬莱县,Penglai Xian,AI,0,0,0
468,113.62227,37.802036,0,0,0,0,0,0,0,0,平定县,Pingding Xian,AI,0,0,0
469,107.40371,37.781296,0,0,0,0,0,0,0,0,盐池县,Yanchi Xian,AI,0,0,0
470,117.38357,37.775925,0,0,0,0,0,0,0,0,庆云县,Qingyun Xian,AI,0,0,0
471,75.225723,37.775669,0,0,0,0,0,0,0,0,塔什库尔干塔吉克自治县,Taxkorgan Tajik Zizhixian,AI,0,0,0
472,110.18326,37.760258,0,0,0,0,0,0,0,0,米脂县,Mizhi Xian,AI,0,0,0
473,114.77218,37.752926,0,0,0,0,0,0,0,0,赵县,Zhao Xian,AI,0,0,0
474,114.50881,37.750031,0,0,0,0,0,0,0,0,元氏县,Yuanshi Xian,AI,0,0,0
475,117.60121,37.740623,0,0,0,0,0,0,0,0,无棣县,Wudi Xian,AI,0,0,0
476,117.21653,37.737892,0,0,0,0,0,0,0,0,乐陵市,Leling Shi,AH,0,0,0
477,118.12795,37.700382,0,0,0,0,0,0,0,0,沾化县,Zhanhua Xian,AI,0,0,0
478,116.2581,37.688007,0,0,0,0,0,0,0,0,景县,Jing Xian,AI,0,0,0
479,114.37698,37.662655,0,0,0,0,0,0,0,0,赞皇县,Zanhuang Xian,AI,0,0,0
480,120.33459,37.656082,0,0,0,0,0,0,0,0,龙口市,Longkou Shi,AH,0,0,0
481,116.7928,37.649857,0,0,0,0,0,0,0,0,宁津县,Ningjin Xian,AI,0,0,0
482,117.57631,37.640835,0,0,0,0,0,0,0,0,阳信县,Yangxin Xian,AI,0,0,0
483,110.01008,37.634377,0,0,0,0,0,0,0,0,子洲县,Zizhou Xian,AI,0,0,0
484,116.38395,37.626717,0,0,0,0,0,0,0,0,吴桥县,Wuqiao Xian,AI,0,0,0
485,114.9154,37.621086,0,0,0,0,0,0,0,0,宁晋县,Ningjin Xian,AI,0,0,0
486,78.278999,37.612972,0,0,0,0,0,0,0,0,皮山县,Pishan(Guma) Xian,AI,0,0,0
487,112.33967,37.611202,0,0,0,0,0,0,0,0,清徐县,Qingxu Xian,AI,0,0,0
488,113.6968,37.608364,0,0,0,0,0,0,0,0,昔阳县,Xiyang Xian,AI,0,0,0
489,114.61153,37.604755,0,0,0,0,0,0,0,0,高邑县,Gaoyi Xian,AI,0,0,0
490,108.8045,37.593559,0,0,0,0,0,0,0,0,靖边县,Jingbian Xian,AI,0,0,0
491,107.59183,37.592659,0,0,0,0,0,0,0,0,定边县,Dingbian Xian,AI,0,0,0
492,118.53972,37.590141,0,0,0,0,0,0,0,0,垦利县,Kenli Xian,AI,0,0,0
493,115.56381,37.565983,0,0,0,0,0,0,0,0,冀县,Ji Xian,AI,0,0,0
494,112.15627,37.544411,0,0,0,0,0,0,0,0,交城县,Jiaocheng Xian,AI,0,0,0
495,115.24651,37.529594,0,0,0,0,0,0,0,0,新河县,Xinhe Xian,AI,0,0,0
496,105.18661,37.513252,0,0,0,0,0,0,0,5,中卫县,Zhongwei Xian,AI,0,0,0
497,111.13518,37.510105,0,0,0,0,0,0,0,0,离石县,Lishi Xian,AI,1,0,0
498,115.71808,37.50264,0,0,0,0,0,0,0,0,枣强县,Zaoqiang Xian,AI,0,0,0
499,110.25407,37.50098,0,0,0,0,0,0,0,0,绥德县,Suide Xian,AI,0,0,0
500,114.68058,37.49469,0,0,0,0,0,0,0,0,柏乡县,Baixiang Xian,AI,0,0,0
501,118.25559,37.49131,0,0,0,0,0,0,0,0,利津县,Lijin Xian,AI,8,0,0
502,105.67355,37.490055,0,0,0,0,0,0,0,9,中宁县,Zhongning Xian,AI,0,0,0
503,117.50389,37.482723,0,0,0,0,0,0,0,0,惠民县,Huimin Xian,AI,0,0,0
504,102.88088,37.463989,0,0,0,0,0,0,0,0,古浪县,Gulang Xian,AI,0,0,0
505,110.7319,37.456886,0,0,0,0,0,0,0,0,吴堡县,Wubu Xian,AI,0,0,0
506,114.50006,37.439831,0,0,0,0,0,0,0,0,临城县,Lincheng Xian,AI,0,0,0
507,112.02419,37.436981,0,0,0,0,0,0,0,0,文水县,Wenshui Xian,AI,0,0,0
508,110.88132,37.43549,0,0,0,0,0,0,0,0,柳林县,Liulin Xian,AI,0,0,0
509,112.55276,37.425507,0,0,0,0,0,0,0,0,太谷县,Taigu Xian,AI,0,0,0
510,121.58773,37.376553,0,0,0,0,0,0,0,0,牟平县,Muping Xian,AI,0,0,0
511,101.6151,37.374016,0,0,0,0,0,0,0,0,门源回族自治县,Menyuan Huizu Zizhixian,AI,0,0,0
512,118.02375,37.36813,0,0,0,0,0,0,0,0,滨州市,Binzhou Shi,AH,0,0,0
513,115.38007,37.359154,0,0,0,0,0,0,0,0,南宫市,Nangong Shi,AH,0,0,0
514,112.3153,37.353817,0,0,0,0,0,0,0,0,祁县,Qi Xian,AI,0,0,0
515,114.76604,37.35228,0,0,0,0,0,0,0,0,隆尧县,Longyao Xian,AI,0,0,0
516,120.38838,37.35215,0,0,0,0,0,0,0,0,招远县,Zhaoyuan Xian,AI,0,0,0
517,115.97087,37.343838,0,0,0,0,0,0,0,0,故城县,Gucheng Xian,AI,0,0,0
518,111.18813,37.339596,0,0,0,0,0,0,0,0,中阳县,Zhongyang Xian,AI,0,0,0
519,116.57841,37.332096,0,0,0,0,0,0,0,0,陵县,Ling Xian,AI,0,0,0
520,113.56688,37.331421,0,0,0,0,0,0,0,0,和顺县,Heshun Xian,AI,0,0,0
521,100.13216,37.326725,0,0,0,0,0,0,0,0,刚察县,Gangca Xian,AI,0,0,0
522,117.15755,37.308678,0,0,0,0,0,0,0,0,商河县,Shanghe Xian,AI,0,0,0
523,99.020386,37.303333,0,0,0,0,0,0,0,0,天峻县,Tianjun Xian,AI,0,0,0
524,120.82707,37.302383,0,0,0,0,0,0,0,0,栖霞县,Qixia Xian,AI,0,0,0
525,114.51186,37.295002,0,0,0,0,0,0,0,0,内丘县,Neiqiu Xian,AI,0,0,0
526,79.740196,37.26646,0,0,0,0,0,0,0,0,墨玉县,Moyu(Karakax) Xian,AI,0,0,0
527,111.77903,37.263405,0,0,0,0,0,0,0,0,汾阳县,Fenyang Xian,AI,0,0,0
528,116.07293,37.21315,0,0,0,0,0,0,0,0,武城县,Wucheng Xian,AI,0,0,0
529,115.02284,37.212341,0,0,0,0,0,0,0,0,巨鹿县,Julu Xian,AI,0,0,0
530,112.1776,37.20726,0,0,0,0,0,0,0,0,平遥县,Pingyao Xian,AI,0,0,0
531,122.05669,37.193062,0,0,0,0,0,0,0,0,文登市,Wendeng Shi,AH,0,0,0
